"Time","Year","Month","CPI_adjusted_Price","CPI_adjusted_Return"
Feb 1871,1871,2,89.8261166859893,-0.0165163740890727
Mar 1871,1871,3,90.6782058348741,0.00948598448114453
Apr 1871,1871,4,96.7670592483027,0.0671479255392021
May 1871,1871,5,101.524044335642,0.0491591366348474
Jun 1871,1871,6,102.274429944711,0.00739121076173512
Jul 1871,1871,7,100.364741418772,-0.0186721991701244
Aug 1871,1871,8,103.263713089783,0.0288843634729745
Sep 1871,1871,9,101.896305342075,-0.0132418998580823
Oct 1871,1871,10,95.1467250892136,-0.0662396956415834
Nov 1871,1871,11,96.1831817895319,0.0108932461873638
Dec 1871,1871,12,96.0393383554285,-0.00149551544695298
Jan 1872,1872,1,98.4707140099963,0.0253164556962024
Feb 1872,1872,2,98.8759432857576,0.00411522633744854
Mar 1872,1872,3,100.605250688308,0.0174896678108305
Apr 1872,1872,4,101.15156077817,0.00543023436773557
May 1872,1872,5,101.15156077817,0
Jun 1872,1872,6,100.906550093905,-0.00242221358108568
Jul 1872,1872,7,101.802932244121,0.00888329002806638
Aug 1872,1872,8,99.8653533972715,-0.0190326428142898
Sep 1872,1872,9,97.3659693888561,-0.0250275388149147
Oct 1872,1872,10,99.9484686273809,0.0265236329975916
Nov 1872,1872,11,96.6602752609929,-0.032898886911882
Dec 1872,1872,12,100.459790024636,0.0393079241020598
Jan 1873,1873,1,101.252372194456,0.00788954635108505
Feb 1873,1873,2,99.8427115945413,-0.013922247640848
Mar 1873,1873,3,99.0672342229333,-0.00776699029126216
Apr 1873,1873,4,97.7101488226191,-0.0136986301369864
May 1873,1873,5,100.063498939726,0.0240850121043163
Jun 1873,1873,6,101.666657184926,0.0160214090271304
Jul 1873,1873,7,101.4625072709,-0.00200803212851426
Aug 1873,1873,8,101.4625072709,0
Sep 1873,1873,9,93.7048105379133,-0.0764587525150905
Oct 1873,1873,10,87.5279312276423,-0.0659184867330996
Nov 1873,1873,11,87.0950732531783,-0.00494536964821234
Dec 1873,1873,12,93.0540639694152,0.0684193777403983
Jan 1874,1874,1,96.5977644696592,0.0380821680330777
Feb 1874,1874,2,99.4998432305502,0.0300429184549354
Mar 1874,1874,3,98.0488038501047,-0.014583333333333
Apr 1874,1874,4,96.8435959862692,-0.0122919180704953
May 1874,1874,5,95.0600510689428,-0.0184167564118458
Jun 1874,1874,6,96.9250704623106,0.0196193813531111
Jul 1874,1874,7,96.149511561677,-0.00800163360144491
Aug 1874,1874,8,97.1423912481006,0.0103264142510664
Sep 1874,1874,9,98.6636367486301,0.0156599552572706
Oct 1874,1874,10,100.060527826257,0.0141581146170966
Nov 1874,1874,11,101.777773040574,0.0171620643186967
Dec 1874,1874,12,101.1096476158,-0.00656455142231973
Jan 1875,1875,1,101.1096476158,0
Feb 1875,1875,2,100.886939140875,-0.00220264317180592
Mar 1875,1875,3,102.223189990423,0.0132450331125826
Apr 1875,1875,4,102.711137834899,0.00477335763560103
May 1875,1875,5,101.224156196968,-0.0144773163775227
Jun 1875,1875,6,100.881198380635,-0.00338810249665737
Jul 1875,1875,7,101.111520751367,0.00228310502283115
Aug 1875,1875,8,100.711937061222,-0.00395191059511276
Sep 1875,1875,9,100.650876009903,-0.000606294080925774
Oct 1875,1875,10,99.0386194147789,-0.0160183066361558
Nov 1875,1875,11,101.518734174137,0.0250418955152333
Dec 1875,1875,12,102.401688744126,0.00869745448633146
Jan 1876,1876,1,105.42759975939,0.0295494249399007
Feb 1876,1876,2,106.845908276332,0.0134529147982061
